pedido_id,fecha,cliente_id,cliente_nombre,ciudad,region,producto_id,producto_nombre,categoria,cantidad,precio_unitario,importe,canal,metodo_pago,valoracion,importe_por_unidad_bruto,dia_semana
PED209278,2026-08-06,C100201,Cliente 0202,Vigo,Norte,P001,Auriculares BT,Electrónica,2,110.58,221.16,Marketplace,Tarjeta,4.0,110.58,Thursday
PED202450,2026-08-06,C100119,Cliente 0120,Barcelona,Cataluña,P026,Cuaderno A5,Papelería,2,35.21,70.42,Web,PayPal,,35.21,Thursday
PED204483,2026-08-06,C100219,Cliente 0220,Vigo,Norte,P019,Banda elástica,Deporte,5,59.03,295.15,Web,Transferencia,4.0,59.03,Thursday
PED207143,2026-08-06,C100147,Cliente 0148,Valencia,Levante,P017,Botella térmica,Deporte,2,147.7,295.4,Web,Tarjeta,,147.7,Thursday
PED206716,2026-08-06,C100295,Cliente 0296,Zaragoza,Centro,P012,Set sábanas,Hogar,1,30.55,30.55,Web,Tarjeta,1.0,30.55,Thursday
PED202884,2026-08-06,C100293,Cliente 0294,Sevilla,Andalucía,P008,"Monitor 24""",Electrónica,1,150.99,150.99,Web,Tarjeta,5.0,150.99,Thursday
PED211702,2026-08-06,C100162,Cliente 0163,Bilbao,Norte,P019,Banda elástica,Deporte,1,62.87,62.87,Web,Transferencia,5.0,62.87,Thursday
PED206929,2026-08-06,C100270,Cliente 0271,Valencia,Levante,P003,Ratón inalámbrico,Electrónica,5,106.31,531.55,Web,Tarjeta,5.0,106.31,Thursday
PED206813,2026-08-06,C100289,Cliente 0290,Bilbao,Norte,P029,Mochila portátil,Papelería,2,70.87,141.74,App móvil,Transferencia,4.0,70.87,Thursday
PED208510,2026-08-06,C100092,Cliente 0093,Palma,Levante,P005,Altavoz portátil,Electrónica,3,84.6,253.8,App móvil,Tarjeta,5.0,84.6,Thursday
PED211007,2026-08-06,C100176,Cliente 0177,Murcia,Levante,P002,Cargador USB-C,Electrónica,1,38.85,38.85,App móvil,Contra reembolso,4.0,38.85,Thursday
PED207761,2026-08-06,C100065,Cliente 0066,Sevilla,Andalucía,P024,Gafas de sol,Moda,1,63.16,63.16,Web,PayPal,2.0,63.16,Thursday
PED203078,2026-08-06,C100256,Cliente 0257,Málaga,Andalucía,P007,Webcam HD,Electrónica,5,146.09,730.45,Marketplace,Contra reembolso,,146.09,Thursday
PED200687,2026-08-06,C100048,Cliente 0049,Málaga,Andalucía,P030,Rotuladores 24u,Papelería,1,134.92,134.92,Marketplace,PayPal,1.0,134.92,Thursday
PED208000,2026-08-06,C100264,Cliente 0265,Vigo,Norte,P005,Altavoz portátil,Electrónica,1,78.78,78.78,Web,Tarjeta,3.0,78.78,Thursday
PED201049,2026-08-06,C100077,Cliente 0078,Valencia,Levante,P018,Zapatillas running,Deporte,1,125.03,125.03,Web,Tarjeta,5.0,125.03,Thursday
PED206261,2026-08-06,C100177,Cliente 0178,Barcelona,Cataluña,P005,Altavoz portátil,Electrónica,2,90.52,181.04,App móvil,Tarjeta,5.0,90.52,Thursday
PED203334,2026-08-06,C100316,Cliente 0317,Murcia,Levante,P014,Organizador armario,Hogar,1,24.15,24.15,Marketplace,Tarjeta,,24.15,Thursday
PED200615,2026-08-06,C100349,Cliente 0350,Barcelona,Cataluña,P024,Gafas de sol,Moda,1,69.35,69.35,Web,Contra reembolso,2.0,69.35,Thursday
PED210075,2026-08-06,C100186,Cliente 0187,Barcelona,Cataluña,P030,Rotuladores 24u,Papelería,1,128.37,128.37,Web,Transferencia,4.0,128.37,Thursday
PED205445,2026-08-06,C100070,Cliente 0071,Murcia,Levante,P007,Webcam HD,Electrónica,1,141.75,141.75,Marketplace,PayPal,4.0,141.75,Thursday
PED210646,2026-08-06,C100276,Cliente 0277,Bilbao,Norte,P025,Cinturón cuero,Moda,1,30.39,30.39,Web,Tarjeta,5.0,30.39,Thursday
PED201178,2026-08-06,C100239,Cliente 0240,Málaga,Andalucía,P025,Cinturón cuero,Moda,2,32.49,64.98,Marketplace,Tarjeta,4.0,32.49,Thursday
PED205781,2026-08-06,C100176,Cliente 0177,Murcia,Levante,P024,Gafas de sol,Moda,5,57.99,289.95,App móvil,Tarjeta,5.0,57.99,Thursday
PED210129,2026-08-07,C100280,Cliente 0281,Valencia,Levante,P023,Mochila urbana,Moda,1,77.67,77.67,Marketplace,Tarjeta,5.0,77.67,Friday
PED201602,2026-08-07,C100242,Cliente 0243,Madrid,Centro,P008,"Monitor 24""",Electrónica,5,158.33,791.65,App móvil,Transferencia,3.0,158.33,Friday
PED202874,2026-08-07,C100204,Cliente 0205,Bilbao,Norte,P030,Rotuladores 24u,Papelería,5,133.47,667.35,Marketplace,Tarjeta,4.0,133.47,Friday
PED210321,2026-08-07,C100294,Cliente 0295,Zaragoza,Centro,P030,Rotuladores 24u,Papelería,2,126.04,252.08,Web,PayPal,4.0,126.04,Friday
PED211038,2026-08-07,C100091,Cliente 0092,Palma,Levante,P029,Mochila portátil,Papelería,5,74.41,372.05,Web,Tarjeta,5.0,74.41,Friday
PED202992,2026-08-07,C100177,Cliente 0178,Barcelona,Cataluña,P008,"Monitor 24""",Electrónica,5,141.36,706.8,App móvil,Tarjeta,5.0,141.36,Friday
PED201356,2026-08-07,C100146,Cliente 0147,Madrid,Centro,P011,Cafetera cápsulas,Hogar,1,184.85,184.85,Web,Tarjeta,5.0,184.85,Friday
PED211018,2026-08-07,C100011,Cliente 0012,Vigo,Norte,P016,Mancuernas 5kg,Deporte,1,75.37,75.37,App móvil,PayPal,2.0,75.37,Friday
PED210550,2026-08-07,C100325,Cliente 0326,Valencia,Levante,P022,Sudadera capucha,Moda,5,59.8,299.0,Web,Contra reembolso,,59.8,Friday
PED211061,2026-08-07,C100250,Cliente 0251,Barcelona,Cataluña,P023,Mochila urbana,Moda,5,74.79,373.95,Web,Tarjeta,5.0,74.79,Friday
PED207452,2026-08-07,C100150,Cliente 0151,Palma,Levante,P029,Mochila portátil,Papelería,2,74.11,148.22,Web,Tarjeta,,74.11,Friday
PED210938,2026-08-07,C100056,Cliente 0057,Zaragoza,Centro,P009,Bombilla inteligente,Hogar,5,95.89,479.45,Marketplace,PayPal,4.0,95.89,Friday
PED206783,2026-08-07,C100278,Cliente 0279,Madrid,Centro,P028,Agenda 2026,Papelería,2,78.39,156.78,Web,Tarjeta,4.0,78.39,Friday
PED208100,2026-08-07,C100322,Cliente 0323,Málaga,Andalucía,P009,Bombilla inteligente,Hogar,2,83.53,167.06,App móvil,Tarjeta,5.0,83.53,Friday
PED200939,2026-08-07,C100284,Cliente 0285,Bilbao,Norte,P018,Zapatillas running,Deporte,4,139.33,557.32,Marketplace,PayPal,5.0,139.33,Friday
PED209856,2026-08-07,C100169,Cliente 0170,Madrid,Centro,P015,Esterilla yoga,Deporte,2,126.75,253.5,App móvil,Contra reembolso,5.0,126.75,Friday
PED202637,2026-08-07,C100149,Cliente 0150,Madrid,Centro,P016,Mancuernas 5kg,Deporte,4,72.1,288.4,App móvil,Contra reembolso,5.0,72.1,Friday
PED202622,2026-08-07,C100203,Cliente 0204,Málaga,Andalucía,P014,Organizador armario,Hogar,1,22.22,22.22,Web,Tarjeta,5.0,22.22,Friday
PED206693,2026-08-07,C100083,Cliente 0084,Palma,Levante,P008,"Monitor 24""",Electrónica,2,137.72,275.44,Web,Tarjeta,3.0,137.72,Friday
PED201970,2026-08-07,C100203,Cliente 0204,Málaga,Andalucía,P028,Agenda 2026,Papelería,1,85.06,85.06,Web,Tarjeta,5.0,85.06,Friday
PED204670,2026-08-07,C100053,Cliente 0054,Bilbao,Norte,P008,"Monitor 24""",Electrónica,1,149.69,149.69,Web,PayPal,,149.69,Friday
PED207581,2026-08-07,C100337,Cliente 0338,Sevilla,Andalucía,P030,Rotuladores 24u,Papelería,4,134.71,538.84,App móvil,Tarjeta,,134.71,Friday
PED202243,2026-08-07,C100059,Cliente 0060,Málaga,Andalucía,P009,Bombilla inteligente,Hogar,2,90.51,181.02,Web,Tarjeta,5.0,90.51,Friday
PED210946,2026-08-07,C100196,Cliente 0197,Sevilla,Andalucía,P004,Teclado mecánico,Electrónica,2,96.43,192.86,Web,PayPal,5.0,96.43,Friday
PED206799,2026-08-07,C100149,Cliente 0150,Madrid,Centro,P012,Set sábanas,Hogar,3,29.9,89.7,Web,PayPal,4.0,29.9,Friday
PED200238,2026-08-07,C100069,Cliente 0070,Bilbao,Norte,P028,Agenda 2026,Papelería,1,79.4,79.4,Web,Contra reembolso,5.0,79.4,Friday
PED204176,2026-08-07,C100327,Cliente 0328,Madrid,Centro,P026,Cuaderno A5,Papelería,1,32.6,32.6,Marketplace,PayPal,,32.6,Friday
PED200462,2026-08-07,C100245,Cliente 0246,Madrid,Centro,P024,Gafas de sol,Moda,4,56.49,225.96,Marketplace,Transferencia,4.0,56.49,Friday
PED207276,2026-08-08,C100275,Cliente 0276,Bilbao,Norte,P017,Botella térmica,Deporte,5,139.93,699.65,Marketplace,Tarjeta,3.0,139.93,Saturday
PED201752,2026-08-08,C100088,Cliente 0089,Murcia,Levante,P018,Zapatillas running,Deporte,4,126.25,505.0,App móvil,Tarjeta,2.0,126.25,Saturday
PED200092,2026-08-08,C100058,Cliente 0059,Murcia,Levante,P004,Teclado mecánico,Electrónica,1,98.12,98.12,App móvil,Tarjeta,4.0,98.12,Saturday
PED210616,2026-08-08,C100141,Cliente 0142,Valencia,Levante,P019,Banda elástica,Deporte,2,58.84,117.68,Web,PayPal,4.0,58.84,Saturday
PED201909,2026-08-08,C100312,Cliente 0313,Barcelona,Cataluña,P006,Powerbank 10000mAh,Electrónica,1,98.34,98.34,Web,Transferencia,4.0,98.34,Saturday
PED205214,2026-08-08,C100198,Cliente 0199,Sevilla,Andalucía,P015,Esterilla yoga,Deporte,5,123.06,615.3,Web,Tarjeta,5.0,123.06,Saturday
PED201916,2026-08-08,C100200,Cliente 0201,Sevilla,Andalucía,P011,Cafetera cápsulas,Hogar,2,171.05,342.1,Web,Transferencia,5.0,171.05,Saturday
PED204292,2026-08-08,C100191,Cliente 0192,Málaga,Andalucía,P003,Ratón inalámbrico,Electrónica,4,98.2,392.8,App móvil,Tarjeta,5.0,98.2,Saturday
PED200449,2026-08-08,C100186,Cliente 0187,Barcelona,Cataluña,P004,Teclado mecánico,Electrónica,5,117.46,587.3,App móvil,Tarjeta,5.0,117.46,Saturday
PED210666,2026-08-08,C100264,Cliente 0265,Vigo,Norte,P022,Sudadera capucha,Moda,3,47.82,143.46,App móvil,Tarjeta,4.0,47.82,Saturday
PED209665,2026-08-08,C100257,Cliente 0258,Barcelona,Cataluña,P021,Camiseta algodón,Moda,4,149.96,599.84,Web,Transferencia,5.0,149.96,Saturday
PED210714,2026-08-08,C100245,Cliente 0246,Madrid,Centro,P015,Esterilla yoga,Deporte,4,111.71,446.84,Web,Tarjeta,5.0,111.71,Saturday
PED207476,2026-08-08,C100076,Cliente 0077,Sevilla,Andalucía,P028,Agenda 2026,Papelería,1,86.72,86.72,Web,PayPal,5.0,86.72,Saturday
PED211225,2026-08-08,C100097,Cliente 0098,Málaga,Andalucía,P024,Gafas de sol,Moda,3,69.78,209.34,App móvil,Tarjeta,4.0,69.78,Saturday
PED200482,2026-08-08,C100189,Cliente 0190,Sevilla,Andalucía,P026,Cuaderno A5,Papelería,2,31.66,63.32,Web,Tarjeta,3.0,31.66,Saturday
PED211735,2026-08-08,C100052,Cliente 0053,Sevilla,Andalucía,P026,Cuaderno A5,Papelería,2,36.04,72.08,Web,Tarjeta,4.0,36.04,Saturday
PED202903,2026-08-08,C100185,Cliente 0186,Bilbao,Norte,P007,Webcam HD,Electrónica,1,158.84,158.84,App móvil,Tarjeta,4.0,158.84,Saturday
PED207696,2026-08-08,C100064,Cliente 0065,Bilbao,Norte,P015,Esterilla yoga,Deporte,3,131.3,393.9,App móvil,Tarjeta,3.0,131.3,Saturday
PED211704,2026-08-08,C100044,Cliente 0045,Madrid,Centro,P026,Cuaderno A5,Papelería,5,32.0,160.0,Web,Tarjeta,,32.0,Saturday
PED200616,2026-08-08,C100258,Cliente 0259,Barcelona,Cataluña,P028,Agenda 2026,Papelería,5,80.65,403.25,Web,Tarjeta,,80.65,Saturday
PED200608,2026-08-08,C100143,Cliente 0144,Bilbao,Norte,P022,Sudadera capucha,Moda,2,49.28,98.56,App móvil,Tarjeta,,49.28,Saturday
PED201382,2026-08-08,C100072,Cliente 0073,Bilbao,Norte,P004,Teclado mecánico,Electrónica,4,103.47,413.88,Web,Tarjeta,1.0,103.47,Saturday
PED206012,2026-08-09,C100116,Cliente 0117,Madrid,Centro,P025,Cinturón cuero,Moda,1,33.27,33.27,Web,Tarjeta,3.0,33.27,Sunday
PED202453,2026-08-09,C100199,Cliente 0200,Vigo,Norte,P024,Gafas de sol,Moda,1,59.34,59.34,App móvil,Tarjeta,,59.34,Sunday
PED205563,2026-08-09,C100169,Cliente 0170,Madrid,Centro,P006,Powerbank 10000mAh,Electrónica,1,93.78,93.78,App móvil,Transferencia,5.0,93.78,Sunday
PED211839,2026-08-09,C100143,Cliente 0144,Bilbao,Norte,P012,Set sábanas,Hogar,1,29.4,29.4,App móvil,PayPal,,29.4,Sunday
PED206479,2026-08-09,C100333,Cliente 0334,Palma,Levante,P020,Reloj deportivo,Deporte,2,182.01,364.02,Marketplace,Tarjeta,4.0,182.01,Sunday
PED205383,2026-08-09,C100032,Cliente 0033,Madrid,Centro,P021,Camiseta algodón,Moda,1,146.25,146.25,Web,Tarjeta,5.0,146.25,Sunday
PED203596,2026-08-09,C100261,Cliente 0262,Barcelona,Cataluña,P024,Gafas de sol,Moda,1,63.66,63.66,App móvil,Tarjeta,5.0,63.66,Sunday
PED211118,2026-08-09,C100082,Cliente 0083,Barcelona,Cataluña,P024,Gafas de sol,Moda,3,59.87,179.61,App móvil,Tarjeta,2.0,59.87,Sunday
PED202053,2026-08-09,C100242,Cliente 0243,Madrid,Centro,P009,Bombilla inteligente,Hogar,1,104.11,104.11,App móvil,Tarjeta,,104.11,Sunday
PED211638,2026-08-09,C100075,Cliente 0076,Bilbao,Norte,P024,Gafas de sol,Moda,3,65.32,195.96,Marketplace,Tarjeta,,65.32,Sunday
PED205427,2026-08-09,C100049,Cliente 0050,Murcia,Levante,P018,Zapatillas running,Deporte,1,132.83,132.83,Web,Tarjeta,5.0,132.83,Sunday
PED206503,2026-08-09,C100022,Cliente 0023,Barcelona,Cataluña,P005,Altavoz portátil,Electrónica,4,91.95,367.8,App móvil,Transferencia,5.0,91.95,Sunday
PED202076,2026-08-09,C100260,Cliente 0261,Murcia,Levante,P030,Rotuladores 24u,Papelería,1,146.26,146.26,Marketplace,Tarjeta,4.0,146.26,Sunday
PED210233,2026-08-09,C100078,Cliente 0079,Zaragoza,Centro,P015,Esterilla yoga,Deporte,1,136.68,136.68,Marketplace,Tarjeta,4.0,136.68,Sunday
PED203749,2026-08-10,C100164,Cliente 0165,Bilbao,Norte,P018,Zapatillas running,Deporte,2,121.49,242.98,Marketplace,PayPal,4.0,121.49,Monday
PED211451,2026-08-10,C100202,Cliente 0203,Bilbao,Norte,P024,Gafas de sol,Moda,2,67.11,134.22,Web,Tarjeta,4.0,67.11,Monday
PED211720,2026-08-10,C100107,Cliente 0108,Málaga,Andalucía,P007,Webcam HD,Electrónica,3,141.05,423.15,Web,Tarjeta,2.0,141.05,Monday
PED202928,2026-08-10,C100300,Cliente 0301,Sevilla,Andalucía,P019,Banda elástica,Deporte,5,73.24,366.2,Marketplace,PayPal,4.0,73.24,Monday
PED209336,2026-08-10,C100204,Cliente 0205,Bilbao,Norte,P004,Teclado mecánico,Electrónica,3,97.3,291.9,Web,Contra reembolso,4.0,97.3,Monday
PED211021,2026-08-10,C100228,Cliente 0229,Zaragoza,Centro,P015,Esterilla yoga,Deporte,4,126.79,507.16,Web,Tarjeta,,126.79,Monday
PED208294,2026-08-10,C100325,Cliente 0326,Valencia,Levante,P006,Powerbank 10000mAh,Electrónica,1,99.52,99.52,App móvil,Transferencia,4.0,99.52,Monday
PED207361,2026-08-10,C100076,Cliente 0077,Sevilla,Andalucía,P028,Agenda 2026,Papelería,2,92.12,184.24,App móvil,Tarjeta,4.0,92.12,Monday
PED201907,2026-08-10,C100212,Cliente 0213,Murcia,Levante,P007,Webcam HD,Electrónica,2,144.6,289.2,App móvil,Tarjeta,4.0,144.6,Monday
PED205831,2026-08-10,C100322,Cliente 0323,Málaga,Andalucía,P018,Zapatillas running,Deporte,5,113.78,568.9,Web,Tarjeta,4.0,113.78,Monday
PED208809,2026-08-10,C100295,Cliente 0296,Zaragoza,Centro,P019,Banda elástica,Deporte,3,61.41,184.23,Marketplace,Tarjeta,,61.41,Monday
PED208686,2026-08-10,C100329,Cliente 0330,Zaragoza,Centro,P019,Banda elástica,Deporte,2,58.2,116.4,App móvil,Tarjeta,,58.2,Monday
PED206179,2026-08-10,C100345,Cliente 0346,Valencia,Levante,P009,Bombilla inteligente,Hogar,5,94.59,472.95,Web,Tarjeta,4.0,94.59,Monday
PED211932,2026-08-10,C100056,Cliente 0057,Zaragoza,Centro,P018,Zapatillas running,Deporte,3,131.12,393.36,Web,PayPal,3.0,131.12,Monday
PED204226,2026-08-10,C100043,Cliente 0044,Sevilla,Andalucía,P026,Cuaderno A5,Papelería,2,31.86,63.72,Web,Contra reembolso,5.0,31.86,Monday
PED203603,2026-08-11,C100126,Cliente 0127,Madrid,Centro,P017,Botella térmica,Deporte,3,156.16,468.48,App móvil,Transferencia,5.0,156.16,Tuesday
PED210737,2026-08-11,C100067,Cliente 0068,Sevilla,Andalucía,P005,Altavoz portátil,Electrónica,2,90.78,181.56,App móvil,Tarjeta,3.0,90.78,Tuesday
PED208850,2026-08-11,C100254,Cliente 0255,Málaga,Andalucía,P029,Mochila portátil,Papelería,2,65.56,131.12,Web,PayPal,,65.56,Tuesday
PED207800,2026-08-11,C100067,Cliente 0068,Sevilla,Andalucía,P023,Mochila urbana,Moda,1,73.9,73.9,Web,Tarjeta,5.0,73.9,Tuesday
PED209266,2026-08-11,C100069,Cliente 0070,Bilbao,Norte,P002,Cargador USB-C,Electrónica,2,39.39,78.78,Web,Tarjeta,4.0,39.39,Tuesday
PED207198,2026-08-11,C100042,Cliente 0043,Murcia,Levante,P001,Auriculares BT,Electrónica,2,105.24,210.48,Web,Tarjeta,5.0,105.24,Tuesday
PED206248,2026-08-11,C100005,Cliente 0006,Palma,Levante,P005,Altavoz portátil,Electrónica,1,82.22,82.22,Web,Tarjeta,5.0,82.22,Tuesday
PED205053,2026-08-11,C100241,Cliente 0242,Zaragoza,Centro,P025,Cinturón cuero,Moda,1,36.48,36.48,Web,PayPal,1.0,36.48,Tuesday
PED200806,2026-08-11,C100183,Cliente 0184,Málaga,Andalucía,P011,Cafetera cápsulas,Hogar,1,156.67,156.67,Marketplace,PayPal,4.0,156.67,Tuesday
PED211815,2026-08-11,C100033,Cliente 0034,Zaragoza,Centro,P024,Gafas de sol,Moda,3,56.17,168.51,App móvil,Tarjeta,,56.17,Tuesday
PED210739,2026-08-11,C100149,Cliente 0150,Madrid,Centro,P006,Powerbank 10000mAh,Electrónica,5,97.44,487.2,App móvil,PayPal,4.0,97.44,Tuesday
PED201838,2026-08-11,C100328,Cliente 0329,Barcelona,Cataluña,P007,Webcam HD,Electrónica,5,148.57,742.85,Web,PayPal,5.0,148.57,Tuesday
PED206298,2026-08-11,C100318,Cliente 0319,Vigo,Norte,P003,Ratón inalámbrico,Electrónica,1,118.89,118.89,Marketplace,Tarjeta,4.0,118.89,Tuesday
PED204000,2026-08-11,C100195,Cliente 0196,Madrid,Centro,P027,Set bolígrafos,Papelería,3,158.28,474.84,Web,PayPal,,158.28,Tuesday
PED200100,2026-08-11,C100205,Cliente 0206,Valencia,Levante,P021,Camiseta algodón,Moda,1,158.47,158.47,Web,Tarjeta,5.0,158.47,Tuesday
PED200036,2026-08-11,C100216,Cliente 0217,Madrid,Centro,P025,Cinturón cuero,Moda,1,31.31,31.31,Marketplace,Tarjeta,5.0,31.31,Tuesday
PED202902,2026-08-11,C100007,Cliente 0008,Málaga,Andalucía,P023,Mochila urbana,Moda,4,67.42,269.68,Web,Tarjeta,,67.42,Tuesday
PED201828,2026-08-12,C100295,Cliente 0296,Zaragoza,Centro,P016,Mancuernas 5kg,Deporte,2,87.69,175.38,App móvil,Tarjeta,5.0,87.69,Wednesday
PED203188,2026-08-12,C100135,Cliente 0136,Sevilla,Andalucía,P007,Webcam HD,Electrónica,1,138.91,138.91,Web,Tarjeta,3.0,138.91,Wednesday
PED211189,2026-08-12,C100126,Cliente 0127,Madrid,Centro,P003,Ratón inalámbrico,Electrónica,5,118.19,590.95,Web,Tarjeta,5.0,118.19,Wednesday
PED207610,2026-08-12,C100308,Cliente 0309,Sevilla,Andalucía,P016,Mancuernas 5kg,Deporte,4,71.7,286.8,Web,Tarjeta,5.0,71.7,Wednesday
PED208167,2026-08-12,C100107,Cliente 0108,Málaga,Andalucía,P004,Teclado mecánico,Electrónica,5,111.26,556.3,App móvil,Transferencia,5.0,111.26,Wednesday
PED202045,2026-08-12,C100076,Cliente 0077,Sevilla,Andalucía,P019,Banda elástica,Deporte,2,65.73,131.46,App móvil,PayPal,3.0,65.73,Wednesday
PED211576,2026-08-12,C100048,Cliente 0049,Málaga,Andalucía,P025,Cinturón cuero,Moda,4,35.88,143.52,App móvil,Transferencia,5.0,35.88,Wednesday
PED208199,2026-08-12,C100100,Cliente 0101,Palma,Levante,P015,Esterilla yoga,Deporte,3,130.3,390.9,App móvil,PayPal,3.0,130.3,Wednesday
PED211494,2026-08-12,C100045,Cliente 0046,Vigo,Norte,P026,Cuaderno A5,Papelería,2,29.13,58.26,Web,Tarjeta,4.0,29.13,Wednesday
PED206242,2026-08-12,C100328,Cliente 0329,Barcelona,Cataluña,P029,Mochila portátil,Papelería,3,81.8,245.4,Web,Contra reembolso,1.0,81.8,Wednesday
PED200465,2026-08-12,C100020,Cliente 0021,Zaragoza,Centro,P023,Mochila urbana,Moda,2,76.06,152.12,App móvil,PayPal,5.0,76.06,Wednesday
PED202522,2026-08-12,C100200,Cliente 0201,Sevilla,Andalucía,P008,"Monitor 24""",Electrónica,1,147.34,147.34,App móvil,Tarjeta,3.0,147.34,Wednesday
PED203183,2026-08-12,C100306,Cliente 0307,Sevilla,Andalucía,P029,Mochila portátil,Papelería,1,76.8,76.8,App móvil,Tarjeta,5.0,76.8,Wednesday
PED203147,2026-08-12,C100209,Cliente 0210,Murcia,Levante,P009,Bombilla inteligente,Hogar,3,103.22,309.66,Web,PayPal,,103.22,Wednesday
PED203599,2026-08-12,C100117,Cliente 0118,Barcelona,Cataluña,P003,Ratón inalámbrico,Electrónica,2,110.66,221.32,Web,Tarjeta,3.0,110.66,Wednesday
PED211168,2026-08-12,C100044,Cliente 0045,Madrid,Centro,P009,Bombilla inteligente,Hogar,2,92.07,184.14,Marketplace,Tarjeta,4.0,92.07,Wednesday
PED206576,2026-08-12,C100327,Cliente 0328,Madrid,Centro,P026,Cuaderno A5,Papelería,5,29.28,146.4,App móvil,Tarjeta,,29.28,Wednesday
PED209804,2026-08-12,C100229,Cliente 0230,Barcelona,Cataluña,P029,Mochila portátil,Papelería,4,68.1,272.4,Web,Contra reembolso,5.0,68.1,Wednesday
PED201818,2026-08-12,C100145,Cliente 0146,Palma,Levante,P028,Agenda 2026,Papelería,1,93.15,93.15,App móvil,Tarjeta,,93.15,Wednesday
PED204333,2026-08-12,C100189,Cliente 0190,Sevilla,Andalucía,P016,Mancuernas 5kg,Deporte,1,80.52,80.52,Web,Contra reembolso,4.0,80.52,Wednesday
PED210580,2026-08-12,C100015,Cliente 0016,Murcia,Levante,P029,Mochila portátil,Papelería,3,71.52,214.56,Web,Tarjeta,4.0,71.52,Wednesday
PED205163,2026-08-12,C100175,Cliente 0176,Bilbao,Norte,P027,Set bolígrafos,Papelería,4,183.81,735.24,Web,Tarjeta,,183.81,Wednesday
PED205741,2026-08-13,C100166,Cliente 0167,Sevilla,Andalucía,P007,Webcam HD,Electrónica,4,148.06,592.24,Web,Tarjeta,5.0,148.06,Thursday
PED203564,2026-08-13,C100172,Cliente 0173,Murcia,Levante,P021,Camiseta algodón,Moda,3,132.19,396.57,Web,Tarjeta,3.0,132.19,Thursday
PED206267,2026-08-13,C100181,Cliente 0182,Barcelona,Cataluña,P029,Mochila portátil,Papelería,4,73.19,292.76,Web,Tarjeta,4.0,73.19,Thursday
PED209598,2026-08-13,C100177,Cliente 0178,Barcelona,Cataluña,P026,Cuaderno A5,Papelería,5,31.8,159.0,Web,Tarjeta,4.0,31.8,Thursday
PED202079,2026-08-13,C100150,Cliente 0151,Palma,Levante,P016,Mancuernas 5kg,Deporte,1,73.57,73.57,Marketplace,PayPal,,73.57,Thursday
PED203375,2026-08-13,C100111,Cliente 0112,Murcia,Levante,P011,Cafetera cápsulas,Hogar,2,151.9,303.8,App móvil,Tarjeta,2.0,151.9,Thursday
PED210814,2026-08-13,C100005,Cliente 0006,Palma,Levante,P003,Ratón inalámbrico,Electrónica,2,104.52,209.04,App móvil,Tarjeta,5.0,104.52,Thursday
PED204032,2026-08-13,C100267,Cliente 0268,Sevilla,Andalucía,P016,Mancuernas 5kg,Deporte,1,78.27,78.27,Web,PayPal,5.0,78.27,Thursday
PED200198,2026-08-13,C100142,Cliente 0143,Valencia,Levante,P013,Lámpara escritorio,Hogar,1,24.44,24.44,Web,Tarjeta,4.0,24.44,Thursday
PED210476,2026-08-13,C100173,Cliente 0174,Murcia,Levante,P016,Mancuernas 5kg,Deporte,1,88.87,88.87,Web,PayPal,5.0,88.87,Thursday
PED201850,2026-08-13,C100348,Cliente 0349,Barcelona,Cataluña,P006,Powerbank 10000mAh,Electrónica,5,107.59,537.95,Web,PayPal,,107.59,Thursday
PED203151,2026-08-13,C100064,Cliente 0065,Bilbao,Norte,P019,Banda elástica,Deporte,2,66.57,133.14,Web,Tarjeta,4.0,66.57,Thursday
PED202750,2026-08-13,C100105,Cliente 0106,Murcia,Levante,P002,Cargador USB-C,Electrónica,1,36.15,36.15,Marketplace,Tarjeta,3.0,36.15,Thursday
PED200472,2026-08-13,C100016,Cliente 0017,Zaragoza,Centro,P009,Bombilla inteligente,Hogar,5,96.56,482.8,App móvil,Tarjeta,4.0,96.56,Thursday
PED208424,2026-08-13,C100271,Cliente 0272,Madrid,Centro,P009,Bombilla inteligente,Hogar,2,97.69,195.38,App móvil,Tarjeta,3.0,97.69,Thursday
PED210333,2026-08-13,C100233,Cliente 0234,Murcia,Levante,P015,Esterilla yoga,Deporte,4,132.15,528.6,Web,Tarjeta,4.0,132.15,Thursday
PED211262,2026-08-13,C100071,Cliente 0072,Barcelona,Cataluña,P024,Gafas de sol,Moda,1,69.78,69.78,Web,Transferencia,5.0,69.78,Thursday
PED201781,2026-08-13,C100337,Cliente 0338,Sevilla,Andalucía,P026,Cuaderno A5,Papelería,3,34.51,103.53,App móvil,Tarjeta,5.0,34.51,Thursday
PED201194,2026-08-13,C100017,Cliente 0018,Barcelona,Cataluña,P029,Mochila portátil,Papelería,1,75.45,75.45,Web,PayPal,4.0,75.45,Thursday
PED205664,2026-08-13,C100284,Cliente 0285,Bilbao,Norte,P029,Mochila portátil,Papelería,1,74.43,74.43,App móvil,Tarjeta,1.0,74.43,Thursday
PED211596,2026-08-14,C100325,Cliente 0326,Valencia,Levante,P025,Cinturón cuero,Moda,1,34.3,34.3,Web,Tarjeta,4.0,34.3,Friday
PED205882,2026-08-14,C100090,Cliente 0091,Bilbao,Norte,P010,Robot aspirador,Hogar,2,126.59,253.18,Web,Tarjeta,4.0,126.59,Friday
