pedido_id,fecha,cliente_id,cliente_nombre,ciudad,region,producto_id,producto_nombre,categoria,cantidad,precio_unitario,importe,canal,metodo_pago,valoracion
PED200074,2026-06-03,C100008,Cliente 0009,Valencia,Levante,P029,Mochila portátil,Papelería,5,73.79,368.95,Web,Tarjeta,5.0
PED203387,2026-06-04,C100019,Cliente 0020,Bilbao,Norte,P026,Cuaderno A5,Papelería,2,32.97,65.94,Web,Transferencia,5.0
PED204210,2026-06-04,C100261,Cliente 0262,Barcelona,Cataluña,P021,Camiseta algodón,Moda,4,145.49,581.96,Web,Tarjeta,3.0
PED206225,2026-06-04,C100201,Cliente 0202,Vigo,Norte,P015,Esterilla yoga,Deporte,2,132.76,265.52,Web,Tarjeta,5.0
PED202233,2026-06-04,C100191,Cliente 0192,Málaga,Andalucía,P020,Reloj deportivo,Deporte,1,171.15,171.15,Marketplace,Tarjeta,4.0
PED208617,2026-06-04,C100039,Cliente 0040,Málaga,Andalucía,P017,Botella térmica,Deporte,1,159.38,159.38,App móvil,Contra reembolso,5.0
PED211824,2026-06-04,C100255,Cliente 0256,Barcelona,Cataluña,P027,Set bolígrafos,Papelería,1,181.39,181.39,Web,Tarjeta,5.0
PED200586,2026-06-04,C100075,Cliente 0076,Bilbao,Norte,P006,Powerbank 10000mAh,Electrónica,1,100.65,100.65,Web,Tarjeta,4.0
PED211399,2026-06-04,C100281,Cliente 0282,Bilbao,Norte,P022,Sudadera capucha,Moda,4,52.41,209.64,Web,PayPal,
PED205985,2026-06-04,C100211,Cliente 0212,Murcia,Levante,P003,Ratón inalámbrico,Electrónica,1,113.48,113.48,Web,Tarjeta,
PED208237,2026-06-04,C100052,Cliente 0053,Sevilla,Andalucía,P025,Cinturón cuero,Moda,2,34.84,69.68,Marketplace,PayPal,4.0
PED209816,2026-06-04,C100049,Cliente 0050,Murcia,Levante,P002,Cargador USB-C,Electrónica,5,37.0,185.0,Web,Contra reembolso,5.0
PED200281,2026-06-04,C100036,Cliente 0037,Palma,Levante,P012,Set sábanas,Hogar,4,25.76,103.04,App móvil,PayPal,
PED200799,2026-06-04,C100340,Cliente 0341,Málaga,Andalucía,P002,Cargador USB-C,Electrónica,1,32.85,32.85,Web,Tarjeta,5.0
PED201392,2026-06-04,C100285,Cliente 0286,Vigo,Norte,P005,Altavoz portátil,Electrónica,1,97.82,97.82,Marketplace,PayPal,
PED207515,2026-06-04,C100159,Cliente 0160,Murcia,Levante,P005,Altavoz portátil,Electrónica,3,78.56,235.68,Web,Tarjeta,3.0
PED206725,2026-06-04,C100275,Cliente 0276,Bilbao,Norte,P015,Esterilla yoga,Deporte,2,113.99,227.98,Web,Transferencia,5.0
PED207138,2026-06-04,C100155,Cliente 0156,Málaga,Andalucía,P012,Set sábanas,Hogar,3,30.76,92.28,Marketplace,Tarjeta,2.0
PED206692,2026-06-04,C100242,Cliente 0243,Madrid,Centro,P020,Reloj deportivo,Deporte,2,173.98,347.96,Marketplace,Tarjeta,4.0
PED201911,2026-06-04,C100038,Cliente 0039,Valencia,Levante,P014,Organizador armario,Hogar,2,22.95,45.9,Marketplace,Tarjeta,
PED209516,2026-06-04,C100247,Cliente 0248,Bilbao,Norte,P012,Set sábanas,Hogar,1,27.94,27.94,App móvil,Tarjeta,
PED210627,2026-06-04,C100128,Cliente 0129,Zaragoza,Centro,P007,Webcam HD,Electrónica,5,153.37,766.85,App móvil,Contra reembolso,5.0
PED202817,2026-06-04,C100011,Cliente 0012,Vigo,Norte,P023,Mochila urbana,Moda,2,68.17,136.34,Web,PayPal,4.0
PED209408,2026-06-05,C100151,Cliente 0152,Valencia,Levante,P019,Banda elástica,Deporte,2,61.82,123.64,App móvil,PayPal,5.0
PED208586,2026-06-05,C100068,Cliente 0069,Madrid,Centro,P023,Mochila urbana,Moda,4,65.74,262.96,Web,PayPal,3.0
PED209272,2026-06-05,C100193,Cliente 0194,Sevilla,Andalucía,P025,Cinturón cuero,Moda,2,35.1,70.2,Web,Transferencia,4.0
PED211860,2026-06-05,C100021,Cliente 0022,Sevilla,Andalucía,P022,Sudadera capucha,Moda,1,48.76,48.76,App móvil,PayPal,4.0
PED206740,2026-06-05,C100179,Cliente 0180,Zaragoza,Centro,P024,Gafas de sol,Moda,4,66.65,266.6,App móvil,Tarjeta,4.0
PED208453,2026-06-05,C100170,Cliente 0171,Barcelona,Cataluña,P020,Reloj deportivo,Deporte,3,162.45,487.35,Web,Tarjeta,3.0
PED207795,2026-06-05,C100245,Cliente 0246,Madrid,Centro,P023,Mochila urbana,Moda,1,75.37,75.37,Web,Tarjeta,5.0
PED210508,2026-06-05,C100236,Cliente 0237,Málaga,Andalucía,P003,Ratón inalámbrico,Electrónica,1,105.69,105.69,Web,Tarjeta,2.0
PED203224,2026-06-05,C100246,Cliente 0247,Murcia,Levante,P020,Reloj deportivo,Deporte,4,148.68,594.72,Marketplace,PayPal,4.0
PED202618,2026-06-05,C100337,Cliente 0338,Sevilla,Andalucía,P004,Teclado mecánico,Electrónica,3,111.0,333.0,Marketplace,Tarjeta,3.0
PED211259,2026-06-05,C100007,Cliente 0008,Málaga,Andalucía,P016,Mancuernas 5kg,Deporte,1,78.19,78.19,App móvil,PayPal,2.0
PED208306,2026-06-05,C100052,Cliente 0053,Sevilla,Andalucía,P020,Reloj deportivo,Deporte,1,182.49,182.49,Web,Tarjeta,2.0
PED202578,2026-06-05,C100068,Cliente 0069,Madrid,Centro,P029,Mochila portátil,Papelería,1,66.59,66.59,Web,PayPal,4.0
PED203551,2026-06-05,C100324,Cliente 0325,Vigo,Norte,P027,Set bolígrafos,Papelería,1,187.56,187.56,App móvil,Transferencia,4.0
PED200531,2026-06-05,C100106,Cliente 0107,Murcia,Levante,P025,Cinturón cuero,Moda,5,30.46,152.3,Web,Tarjeta,5.0
PED207952,2026-06-06,C100271,Cliente 0272,Madrid,Centro,P002,Cargador USB-C,Electrónica,1,41.01,41.01,App móvil,Transferencia,5.0
PED209153,2026-06-06,C100078,Cliente 0079,Zaragoza,Centro,P022,Sudadera capucha,Moda,2,59.64,119.28,Web,PayPal,5.0
PED209787,2026-06-06,C100194,Cliente 0195,Vigo,Norte,P028,Agenda 2026,Papelería,1,82.72,82.72,Web,Tarjeta,5.0
PED200945,2026-06-06,C100315,Cliente 0316,Málaga,Andalucía,P027,Set bolígrafos,Papelería,1,158.81,158.81,Web,Transferencia,5.0
PED205537,2026-06-06,C100336,Cliente 0337,Vigo,Norte,P028,Agenda 2026,Papelería,3,80.75,242.25,Web,PayPal,3.0
PED203201,2026-06-06,C100252,Cliente 0253,Barcelona,Cataluña,P001,Auriculares BT,Electrónica,2,123.79,247.58,Marketplace,Tarjeta,5.0
PED203381,2026-06-06,C100303,Cliente 0304,Palma,Levante,P023,Mochila urbana,Moda,5,75.33,376.65,Marketplace,Tarjeta,3.0
PED209121,2026-06-06,C100319,Cliente 0320,Murcia,Levante,P003,Ratón inalámbrico,Electrónica,4,100.92,403.68,Web,Tarjeta,3.0
PED209452,2026-06-06,C100183,Cliente 0184,Málaga,Andalucía,P016,Mancuernas 5kg,Deporte,2,79.53,159.06,Marketplace,Tarjeta,4.0
PED205295,2026-06-06,C100011,Cliente 0012,Vigo,Norte,P021,Camiseta algodón,Moda,1,150.12,150.12,App móvil,Transferencia,5.0
PED206539,2026-06-06,C100186,Cliente 0187,Barcelona,Cataluña,P015,Esterilla yoga,Deporte,2,120.53,241.06,App móvil,Transferencia,3.0
PED208264,2026-06-06,C100019,Cliente 0020,Bilbao,Norte,P018,Zapatillas running,Deporte,5,126.55,632.75,Web,Tarjeta,
PED209009,2026-06-06,C100223,Cliente 0224,Valencia,Levante,P015,Esterilla yoga,Deporte,2,134.4,268.8,Web,PayPal,4.0
PED204395,2026-06-06,C100264,Cliente 0265,Vigo,Norte,P025,Cinturón cuero,Moda,1,34.56,34.56,App móvil,Tarjeta,4.0
PED208968,2026-06-06,C100057,Cliente 0058,Barcelona,Cataluña,P018,Zapatillas running,Deporte,4,120.96,483.84,Marketplace,Contra reembolso,
PED203690,2026-06-06,C100165,Cliente 0166,Palma,Levante,P018,Zapatillas running,Deporte,1,135.05,135.05,Web,Tarjeta,4.0
PED200486,2026-06-06,C100327,Cliente 0328,Madrid,Centro,P017,Botella térmica,Deporte,2,155.73,311.46,Web,Tarjeta,5.0
PED211160,2026-06-07,C100071,Cliente 0072,Barcelona,Cataluña,P009,Bombilla inteligente,Hogar,2,96.83,193.66,Web,Tarjeta,4.0
PED203572,2026-06-07,C100094,Cliente 0095,Palma,Levante,P026,Cuaderno A5,Papelería,4,28.62,114.48,Web,PayPal,5.0
PED204728,2026-06-07,C100313,Cliente 0314,Valencia,Levante,P015,Esterilla yoga,Deporte,2,119.29,238.58,Web,Tarjeta,3.0
PED211237,2026-06-07,C100276,Cliente 0277,Bilbao,Norte,P030,Rotuladores 24u,Papelería,2,139.94,279.88,App móvil,Transferencia,5.0
PED201337,2026-06-07,C100100,Cliente 0101,Palma,Levante,P029,Mochila portátil,Papelería,1,83.46,83.46,Web,Transferencia,4.0
PED207565,2026-06-07,C100080,Cliente 0081,Vigo,Norte,P025,Cinturón cuero,Moda,4,37.35,149.4,Web,PayPal,
PED210229,2026-06-07,C100025,Cliente 0026,Málaga,Andalucía,P011,Cafetera cápsulas,Hogar,2,171.33,342.66,App móvil,Tarjeta,3.0
PED208254,2026-06-07,C100198,Cliente 0199,Sevilla,Andalucía,P018,Zapatillas running,Deporte,3,122.01,366.03,Web,Tarjeta,5.0
PED203797,2026-06-07,C100270,Cliente 0271,Valencia,Levante,P017,Botella térmica,Deporte,1,153.17,153.17,Web,Tarjeta,5.0
PED202971,2026-06-07,C100147,Cliente 0148,Valencia,Levante,P025,Cinturón cuero,Moda,5,36.89,184.45,App móvil,PayPal,5.0
PED204475,2026-06-07,C100126,Cliente 0127,Madrid,Centro,P018,Zapatillas running,Deporte,4,128.64,514.56,Web,Tarjeta,
PED200974,2026-06-07,C100043,Cliente 0044,Sevilla,Andalucía,P004,Teclado mecánico,Electrónica,3,115.9,347.7,App móvil,Tarjeta,
PED204902,2026-06-07,C100064,Cliente 0065,Bilbao,Norte,P008,"Monitor 24""",Electrónica,1,152.06,152.06,Web,PayPal,4.0
PED202346,2026-06-07,C100093,Cliente 0094,Sevilla,Andalucía,P017,Botella térmica,Deporte,3,132.47,397.41,App móvil,Tarjeta,4.0
PED201721,2026-06-07,C100098,Cliente 0099,Málaga,Andalucía,P016,Mancuernas 5kg,Deporte,1,78.09,78.09,App móvil,Tarjeta,5.0
PED206373,2026-06-07,C100134,Cliente 0135,Murcia,Levante,P021,Camiseta algodón,Moda,4,127.21,508.84,Web,PayPal,5.0
PED206081,2026-06-07,C100282,Cliente 0283,Málaga,Andalucía,P025,Cinturón cuero,Moda,4,36.13,144.52,Marketplace,PayPal,
PED201571,2026-06-07,C100054,Cliente 0055,Bilbao,Norte,P018,Zapatillas running,Deporte,2,112.98,225.96,Web,Tarjeta,2.0
PED201437,2026-06-07,C100081,Cliente 0082,Bilbao,Norte,P008,"Monitor 24""",Electrónica,3,130.64,391.92,Marketplace,Tarjeta,4.0
PED204669,2026-06-07,C100018,Cliente 0019,Palma,Levante,P019,Banda elástica,Deporte,2,73.48,146.96,Web,Tarjeta,2.0
PED202108,2026-06-07,C100060,Cliente 0061,Vigo,Norte,P026,Cuaderno A5,Papelería,1,36.33,36.33,App móvil,Tarjeta,4.0
PED208352,2026-06-07,C100288,Cliente 0289,Zaragoza,Centro,P025,Cinturón cuero,Moda,4,35.4,141.6,Web,Tarjeta,5.0
PED206734,2026-06-07,C100178,Cliente 0179,Vigo,Norte,P028,Agenda 2026,Papelería,1,77.42,77.42,Web,Tarjeta,3.0
PED200658,2026-06-07,C100274,Cliente 0275,Bilbao,Norte,P019,Banda elástica,Deporte,3,70.89,212.67,App móvil,Transferencia,5.0
PED209439,2026-06-08,C100216,Cliente 0217,Madrid,Centro,P010,Robot aspirador,Hogar,2,103.41,206.82,Web,PayPal,4.0
PED204527,2026-06-08,C100183,Cliente 0184,Málaga,Andalucía,P017,Botella térmica,Deporte,1,139.42,139.42,Web,Tarjeta,5.0
PED202142,2026-06-08,C100143,Cliente 0144,Bilbao,Norte,P003,Ratón inalámbrico,Electrónica,4,103.57,414.28,Marketplace,Tarjeta,
PED201840,2026-06-08,C100114,Cliente 0115,Zaragoza,Centro,P018,Zapatillas running,Deporte,2,120.12,240.24,Marketplace,Tarjeta,3.0
PED208762,2026-06-08,C100008,Cliente 0009,Valencia,Levante,P016,Mancuernas 5kg,Deporte,3,82.35,247.05,Web,Tarjeta,5.0
PED209730,2026-06-08,C100203,Cliente 0204,Málaga,Andalucía,P008,"Monitor 24""",Electrónica,1,133.16,133.16,Web,Tarjeta,5.0
PED203388,2026-06-08,C100045,Cliente 0046,Vigo,Norte,P025,Cinturón cuero,Moda,2,32.02,64.04,Web,Transferencia,4.0
PED200828,2026-06-08,C100137,Cliente 0138,Madrid,Centro,P030,Rotuladores 24u,Papelería,2,139.88,279.76,Marketplace,Tarjeta,5.0
PED207787,2026-06-08,C100334,Cliente 0335,Bilbao,Norte,P008,"Monitor 24""",Electrónica,2,135.95,271.9,Web,Tarjeta,5.0
PED200725,2026-06-08,C100114,Cliente 0115,Zaragoza,Centro,P013,Lámpara escritorio,Hogar,1,25.03,25.03,Web,Tarjeta,5.0
PED202086,2026-06-08,C100272,Cliente 0273,Barcelona,Cataluña,P012,Set sábanas,Hogar,4,29.83,119.32,Web,Tarjeta,3.0
PED210802,2026-06-08,C100309,Cliente 0310,Barcelona,Cataluña,P026,Cuaderno A5,Papelería,1,32.81,32.81,Web,Transferencia,5.0
PED206030,2026-06-08,C100150,Cliente 0151,Palma,Levante,P023,Mochila urbana,Moda,1,73.43,73.43,Web,Tarjeta,4.0
PED206922,2026-06-08,C100323,Cliente 0324,Vigo,Norte,P020,Reloj deportivo,Deporte,5,153.77,768.85,Marketplace,Tarjeta,5.0
PED205960,2026-06-08,C100200,Cliente 0201,Sevilla,Andalucía,P009,Bombilla inteligente,Hogar,1,104.79,104.79,Web,Tarjeta,5.0
PED205836,2026-06-08,C100348,Cliente 0349,Barcelona,Cataluña,P030,Rotuladores 24u,Papelería,1,137.15,137.15,Web,PayPal,4.0
PED209825,2026-06-08,C100029,Cliente 0030,Bilbao,Norte,P007,Webcam HD,Electrónica,1,134.38,134.38,App móvil,Tarjeta,5.0
PED211477,2026-06-08,C100136,Cliente 0137,Málaga,Andalucía,P006,Powerbank 10000mAh,Electrónica,1,101.21,101.21,Web,Tarjeta,4.0
PED203933,2026-06-08,C100164,Cliente 0165,Bilbao,Norte,P025,Cinturón cuero,Moda,5,33.26,166.3,App móvil,PayPal,2.0
PED204426,2026-06-08,C100147,Cliente 0148,Valencia,Levante,P027,Set bolígrafos,Papelería,2,191.39,382.78,App móvil,Transferencia,4.0
PED202503,2026-06-08,C100013,Cliente 0014,Murcia,Levante,P003,Ratón inalámbrico,Electrónica,1,110.77,110.77,Marketplace,Contra reembolso,3.0
PED210387,2026-06-08,C100011,Cliente 0012,Vigo,Norte,P016,Mancuernas 5kg,Deporte,2,83.0,166.0,Web,Tarjeta,5.0
PED200748,2026-06-09,C100166,Cliente 0167,Sevilla,Andalucía,P024,Gafas de sol,Moda,1,58.37,58.37,App móvil,Tarjeta,5.0
PED210724,2026-06-09,C100193,Cliente 0194,Sevilla,Andalucía,P024,Gafas de sol,Moda,2,60.89,121.78,App móvil,Tarjeta,
PED200068,2026-06-09,C100112,Cliente 0113,Zaragoza,Centro,P015,Esterilla yoga,Deporte,1,123.3,123.3,Marketplace,Transferencia,5.0
PED200760,2026-06-09,C100272,Cliente 0273,Barcelona,Cataluña,P029,Mochila portátil,Papelería,1,68.42,68.42,Web,Tarjeta,
PED210943,2026-06-09,C100045,Cliente 0046,Vigo,Norte,P026,Cuaderno A5,Papelería,1,35.98,35.98,App móvil,Tarjeta,5.0
PED210604,2026-06-09,C100032,Cliente 0033,Madrid,Centro,P006,Powerbank 10000mAh,Electrónica,2,103.22,206.44,Web,Tarjeta,4.0
PED205615,2026-06-09,C100290,Cliente 0291,Palma,Levante,P001,Auriculares BT,Electrónica,1,106.46,106.46,App móvil,Tarjeta,4.0
PED202145,2026-06-09,C100282,Cliente 0283,Málaga,Andalucía,P018,Zapatillas running,Deporte,1,123.54,123.54,App móvil,Contra reembolso,5.0
PED204183,2026-06-09,C100029,Cliente 0030,Bilbao,Norte,P002,Cargador USB-C,Electrónica,2,33.46,66.92,App móvil,Tarjeta,5.0
PED208461,2026-06-09,C100094,Cliente 0095,Palma,Levante,P025,Cinturón cuero,Moda,5,30.63,153.15,Marketplace,Tarjeta,
PED203120,2026-06-09,C100006,Cliente 0007,Madrid,Centro,P012,Set sábanas,Hogar,1,28.69,28.69,App móvil,PayPal,1.0
PED209885,2026-06-09,C100248,Cliente 0249,Murcia,Levante,P005,Altavoz portátil,Electrónica,4,87.98,351.92,Marketplace,Tarjeta,5.0
PED203112,2026-06-09,C100198,Cliente 0199,Sevilla,Andalucía,P001,Auriculares BT,Electrónica,3,120.88,362.64,Marketplace,Tarjeta,3.0
PED208209,2026-06-09,C100116,Cliente 0117,Madrid,Centro,P005,Altavoz portátil,Electrónica,5,91.97,459.85,Web,Tarjeta,
PED205966,2026-06-09,C100007,Cliente 0008,Málaga,Andalucía,P004,Teclado mecánico,Electrónica,2,109.79,219.58,Web,Tarjeta,
PED207082,2026-06-09,C100345,Cliente 0346,Valencia,Levante,P023,Mochila urbana,Moda,1,72.04,72.04,App móvil,PayPal,4.0
PED206341,2026-06-09,C100166,Cliente 0167,Sevilla,Andalucía,P023,Mochila urbana,Moda,1,63.47,63.47,Web,Tarjeta,4.0
PED203988,2026-06-09,C100246,Cliente 0247,Murcia,Levante,P030,Rotuladores 24u,Papelería,5,147.86,739.3,Web,Tarjeta,4.0
PED208864,2026-06-09,C100345,Cliente 0346,Valencia,Levante,P007,Webcam HD,Electrónica,2,153.89,307.78,Web,PayPal,4.0
PED208948,2026-06-09,C100145,Cliente 0146,Palma,Levante,P015,Esterilla yoga,Deporte,5,125.25,626.25,Web,Tarjeta,5.0
PED208274,2026-06-09,C100220,Cliente 0221,Barcelona,Cataluña,P007,Webcam HD,Electrónica,5,155.12,775.6,App móvil,PayPal,5.0
PED209102,2026-06-09,C100329,Cliente 0330,Zaragoza,Centro,P002,Cargador USB-C,Electrónica,1,33.54,33.54,Web,Tarjeta,2.0
PED211885,2026-06-10,C100229,Cliente 0230,Barcelona,Cataluña,P011,Cafetera cápsulas,Hogar,1,165.22,165.22,App móvil,Tarjeta,3.0
PED200973,2026-06-10,C100254,Cliente 0255,Málaga,Andalucía,P020,Reloj deportivo,Deporte,1,167.8,167.8,Web,Transferencia,3.0
PED207065,2026-06-10,C100105,Cliente 0106,Murcia,Levante,P026,Cuaderno A5,Papelería,3,30.97,92.91,Web,PayPal,2.0
PED208170,2026-06-10,C100237,Cliente 0238,Bilbao,Norte,P004,Teclado mecánico,Electrónica,2,115.39,230.78,App móvil,PayPal,4.0
PED201797,2026-06-10,C100188,Cliente 0189,Valencia,Levante,P014,Organizador armario,Hogar,1,21.89,21.89,App móvil,Tarjeta,5.0
PED208315,2026-06-10,C100083,Cliente 0084,Palma,Levante,P013,Lámpara escritorio,Hogar,1,28.88,28.88,Web,Tarjeta,5.0
PED207475,2026-06-10,C100141,Cliente 0142,Valencia,Levante,P015,Esterilla yoga,Deporte,2,133.36,266.72,Marketplace,Tarjeta,
PED200519,2026-06-10,C100093,Cliente 0094,Sevilla,Andalucía,P028,Agenda 2026,Papelería,2,81.6,163.2,App móvil,Transferencia,5.0
PED202695,2026-06-10,C100316,Cliente 0317,Murcia,Levante,P017,Botella térmica,Deporte,5,149.85,749.25,Web,Tarjeta,2.0
PED200564,2026-06-10,C100043,Cliente 0044,Sevilla,Andalucía,P009,Bombilla inteligente,Hogar,2,102.12,204.24,App móvil,Tarjeta,4.0
PED209611,2026-06-10,C100268,Cliente 0269,Málaga,Andalucía,P005,Altavoz portátil,Electrónica,3,92.6,277.8,App móvil,PayPal,2.0
PED206003,2026-06-10,C100295,Cliente 0296,Zaragoza,Centro,P025,Cinturón cuero,Moda,5,32.73,163.65,Web,PayPal,5.0
PED210807,2026-06-10,C100049,Cliente 0050,Murcia,Levante,P016,Mancuernas 5kg,Deporte,3,81.84,245.52,Marketplace,Tarjeta,5.0
PED205350,2026-06-10,C100216,Cliente 0217,Madrid,Centro,P004,Teclado mecánico,Electrónica,4,115.8,463.2,Web,Tarjeta,4.0
PED207136,2026-06-11,C100268,Cliente 0269,Málaga,Andalucía,P024,Gafas de sol,Moda,2,58.9,117.8,Web,PayPal,
PED202057,2026-06-11,C100129,Cliente 0130,Málaga,Andalucía,P013,Lámpara escritorio,Hogar,5,27.48,137.4,Web,PayPal,5.0
PED205874,2026-06-11,C100181,Cliente 0182,Barcelona,Cataluña,P024,Gafas de sol,Moda,1,60.69,60.69,Marketplace,Transferencia,3.0
PED210601,2026-06-11,C100055,Cliente 0056,Madrid,Centro,P007,Webcam HD,Electrónica,3,131.81,395.43,Web,Tarjeta,3.0
PED211516,2026-06-11,C100293,Cliente 0294,Sevilla,Andalucía,P011,Cafetera cápsulas,Hogar,2,180.23,360.46,App móvil,Tarjeta,
PED206661,2026-06-11,C100071,Cliente 0072,Barcelona,Cataluña,P012,Set sábanas,Hogar,3,29.03,87.09,Marketplace,Tarjeta,
PED208222,2026-06-11,C100145,Cliente 0146,Palma,Levante,P015,Esterilla yoga,Deporte,3,123.04,369.12,Web,PayPal,
PED205228,2026-06-11,C100120,Cliente 0121,Bilbao,Norte,P005,Altavoz portátil,Electrónica,3,94.38,283.14,App móvil,Transferencia,2.0
PED200453,2026-06-11,C100337,Cliente 0338,Sevilla,Andalucía,P005,Altavoz portátil,Electrónica,3,80.17,240.51,Marketplace,Tarjeta,4.0
PED211910,2026-06-11,C100319,Cliente 0320,Murcia,Levante,P006,Powerbank 10000mAh,Electrónica,3,109.41,328.23,Web,Contra reembolso,4.0
PED205984,2026-06-11,C100295,Cliente 0296,Zaragoza,Centro,P002,Cargador USB-C,Electrónica,3,36.59,109.77,App móvil,Transferencia,5.0
PED207083,2026-06-11,C100036,Cliente 0037,Palma,Levante,P030,Rotuladores 24u,Papelería,3,150.77,452.31,Web,Tarjeta,5.0
PED202579,2026-06-11,C100277,Cliente 0278,Murcia,Levante,P030,Rotuladores 24u,Papelería,5,125.66,628.3,App móvil,PayPal,
PED202359,2026-06-11,C100193,Cliente 0194,Sevilla,Andalucía,P011,Cafetera cápsulas,Hogar,4,192.26,769.04,Web,Tarjeta,5.0
PED202702,2026-06-11,C100116,Cliente 0117,Madrid,Centro,P025,Cinturón cuero,Moda,3,35.53,106.59,Marketplace,Contra reembolso,5.0
PED202709,2026-06-11,C100037,Cliente 0038,Palma,Levante,P005,Altavoz portátil,Electrónica,1,94.35,94.35,Web,Tarjeta,5.0
PED209566,2026-06-11,C100131,Cliente 0132,Zaragoza,Centro,P026,Cuaderno A5,Papelería,1,35.5,35.5,Marketplace,Contra reembolso,4.0
PED204412,2026-06-11,C100341,Cliente 0342,Valencia,Levante,P010,Robot aspirador,Hogar,2,99.78,199.56,Marketplace,Transferencia,4.0
PED207715,2026-06-11,C100317,Cliente 0318,Murcia,Levante,P006,Powerbank 10000mAh,Electrónica,1,99.18,99.18,Web,Tarjeta,3.0
PED205593,2026-06-11,C100194,Cliente 0195,Vigo,Norte,P003,Ratón inalámbrico,Electrónica,4,103.7,414.8,Web,Transferencia,5.0
PED207472,2026-06-11,C100238,Cliente 0239,Sevilla,Andalucía,P024,Gafas de sol,Moda,2,61.8,123.6,Web,Transferencia,1.0
PED208811,2026-06-11,C100294,Cliente 0295,Zaragoza,Centro,P014,Organizador armario,Hogar,1,22.79,22.79,Marketplace,Contra reembolso,5.0
PED203779,2026-06-12,C100106,Cliente 0107,Murcia,Levante,P021,Camiseta algodón,Moda,2,129.5,259.0,Marketplace,Transferencia,5.0
PED200262,2026-06-12,C100103,Cliente 0104,Madrid,Centro,P010,Robot aspirador,Hogar,1,106.58,106.58,App móvil,Tarjeta,4.0
PED203913,2026-06-12,C100126,Cliente 0127,Madrid,Centro,P021,Camiseta algodón,Moda,1,150.55,150.55,Web,PayPal,1.0
PED206433,2026-06-12,C100120,Cliente 0121,Bilbao,Norte,P022,Sudadera capucha,Moda,2,50.66,101.32,App móvil,Tarjeta,
PED208432,2026-06-12,C100343,Cliente 0344,Zaragoza,Centro,P009,Bombilla inteligente,Hogar,2,90.76,181.52,Web,Tarjeta,5.0
PED204753,2026-06-12,C100148,Cliente 0149,Palma,Levante,P007,Webcam HD,Electrónica,1,142.16,142.16,Web,Transferencia,4.0
PED206283,2026-06-12,C100065,Cliente 0066,Sevilla,Andalucía,P022,Sudadera capucha,Moda,2,52.83,105.66,App móvil,Tarjeta,
PED211077,2026-06-12,C100102,Cliente 0103,Palma,Levante,P019,Banda elástica,Deporte,1,63.48,63.48,Web,Tarjeta,5.0
PED203789,2026-06-12,C100315,Cliente 0316,Málaga,Andalucía,P002,Cargador USB-C,Electrónica,1,34.82,34.82,App móvil,Transferencia,4.0
PED208737,2026-06-12,C100118,Cliente 0119,Valencia,Levante,P013,Lámpara escritorio,Hogar,1,24.6,24.6,Web,Tarjeta,3.0
PED208204,2026-06-12,C100162,Cliente 0163,Bilbao,Norte,P026,Cuaderno A5,Papelería,2,30.07,60.14,App móvil,PayPal,2.0
PED211969,2026-06-12,C100069,Cliente 0070,Bilbao,Norte,P003,Ratón inalámbrico,Electrónica,2,101.42,202.84,App móvil,PayPal,5.0
PED209662,2026-06-12,C100069,Cliente 0070,Bilbao,Norte,P011,Cafetera cápsulas,Hogar,5,175.74,878.7,Marketplace,PayPal,4.0
PED209925,2026-06-12,C100179,Cliente 0180,Zaragoza,Centro,P015,Esterilla yoga,Deporte,1,112.38,112.38,Web,Tarjeta,2.0
PED210583,2026-06-12,C100319,Cliente 0320,Murcia,Levante,P019,Banda elástica,Deporte,1,72.25,72.25,Web,Tarjeta,5.0
PED205036,2026-06-12,C100330,Cliente 0331,Zaragoza,Centro,P003,Ratón inalámbrico,Electrónica,1,98.19,98.19,Web,Transferencia,2.0
PED210374,2026-06-12,C100093,Cliente 0094,Sevilla,Andalucía,P010,Robot aspirador,Hogar,4,117.47,469.88,Marketplace,PayPal,3.0
PED203718,2026-06-12,C100329,Cliente 0330,Zaragoza,Centro,P012,Set sábanas,Hogar,2,27.92,55.84,Web,Tarjeta,5.0
PED205389,2026-06-12,C100224,Cliente 0225,Murcia,Levante,P017,Botella térmica,Deporte,4,147.16,588.64,Web,Contra reembolso,
PED211371,2026-06-13,C100256,Cliente 0257,Málaga,Andalucía,P030,Rotuladores 24u,Papelería,3,151.17,453.51,App móvil,Tarjeta,5.0
PED205846,2026-06-13,C100177,Cliente 0178,Barcelona,Cataluña,P018,Zapatillas running,Deporte,2,117.85,235.7,Web,Tarjeta,4.0
PED203080,2026-06-13,C100020,Cliente 0021,Zaragoza,Centro,P025,Cinturón cuero,Moda,2,32.63,65.26,App móvil,Tarjeta,4.0
PED210798,2026-06-13,C100182,Cliente 0183,Bilbao,Norte,P026,Cuaderno A5,Papelería,5,29.64,148.2,Web,Tarjeta,5.0
PED202118,2026-06-13,C100142,Cliente 0143,Valencia,Levante,P028,Agenda 2026,Papelería,3,85.83,257.49,Web,Tarjeta,
PED208551,2026-06-13,C100150,Cliente 0151,Palma,Levante,P002,Cargador USB-C,Electrónica,5,35.22,176.1,Web,Tarjeta,5.0
PED204639,2026-06-13,C100189,Cliente 0190,Sevilla,Andalucía,P020,Reloj deportivo,Deporte,5,163.18,815.9,App móvil,PayPal,5.0
